mode,graph_id,instance_id,repeat,seed,runtime_s,obj,global_prob,prob_min,beta,pct_uncovered,n_scratch_builds,n_exact_hits,n_memory_hits,n_repaired,n_rejected,n_candidates_eval,memory_hit_rate
intelligent_memory,15,3,4,40471,0.6210858821868896,9.806775545456455,10.368179054228385,2.7561736079317605,160.0,14.285714285714286,94,144,199,37,2,2624,0.8016877637130801
intelligent_memory,15,4,4,40484,0.9123063087463379,8.074762462962804,8.58704316471719,2.100710333181244,146.0,23.80952380952381,135,484,149,28,0,2480,0.8304020100502513
intelligent_memory,15,5,4,40497,0.35644102096557617,7.487424806957289,7.964617789413429,2.05734089707297,136.0,19.047619047619047,66,181,180,5,0,1992,0.8472222222222222
intelligent_memory,15,6,4,40510,0.6030609607696533,7.184096486764257,7.685850872729169,1.6528964614370463,143.0,14.285714285714286,171,179,176,0,49,2768,0.6749049429657795
intelligent_memory,15,0,5,50432,0.43088746070861816,8.455032582567235,9.002401003619866,1.978637936424208,156.0,19.047619047619047,24,236,279,87,0,2290,0.9616613418530351
intelligent_memory,15,1,5,50445,0.4567077159881592,9.319899661087183,9.790075099683675,1.7200960941760894,134.0,19.047619047619047,13,218,365,36,0,3132,0.9794303797468354
intelligent_memory,15,2,5,50458,0.43764257431030273,8.594487454738385,9.155890963510315,2.0630762026234137,160.0,14.285714285714286,57,713,189,81,0,2592,0.9451923076923077
intelligent_memory,15,3,5,50471,0.5048511028289795,10.083559861870878,10.644963370642808,2.7810670678701475,160.0,9.523809523809524,36,169,230,81,1,2760,0.9302325581395349
intelligent_memory,15,4,5,50484,0.7008306980133057,8.024762462962803,8.53704316471719,2.100710333181244,146.0,28.571428571428573,135,513,236,134,0,4024,0.8673870333988212
intelligent_memory,15,5,5,50497,0.6258387565612793,7.3812844560800945,7.914617789413428,1.9702151166344943,152.0,23.80952380952381,86,147,303,14,0,3208,0.8436363636363636
intelligent_memory,15,6,5,50510,0.4800558090209961,6.878117553973633,7.390398255728019,0.6843724996397424,146.0,23.80952380952381,149,163,91,13,0,2008,0.6418269230769231
intelligent_memory,15,0,6,60432,0.6595737934112549,8.321893803441254,8.855227136774587,1.241354688996732,152.0,14.285714285714286,35,282,338,149,0,3147,0.9564676616915423
intelligent_memory,15,1,6,60445,0.5358867645263672,9.435097108147481,9.99650061691941,1.4954272607444963,160.0,23.80952380952381,56,590,185,87,0,2585,0.9389978213507625
intelligent_memory,15,2,6,60458,0.34601449966430664,8.292278847463566,8.839647268516197,1.7087410365120212,156.0,23.80952380952381,59,174,149,52,0,2064,0.8640552995391705
intelligent_memory,15,3,6,60471,0.6003596782684326,9.756775545456454,10.318179054228384,1.7367566525727929,160.0,19.047619047619047,59,376,123,118,0,2400,0.9127218934911243
intelligent_memory,15,4,6,60484,1.0890414714813232,8.335211727802337,8.851001201486547,2.171456505649866,147.0,14.285714285714286,158,44,191,63,0,3288,0.6535087719298246
intelligent_memory,15,5,6,60497,0.790869951248169,7.388301999939745,7.914617789413429,1.8343771818053456,150.0,23.80952380952381,120,254,306,6,2,3440,0.8250728862973761
intelligent_memory,15,6,6,60510,1.6969375610351562,7.239560043545843,7.762367061089703,1.8747485645545723,149.0,9.523809523809524,465,831,325,23,28,6472,0.7171532846715328
intelligent_memory,15,0,7,70432,1.1781904697418213,8.50415538958478,9.002401003619868,2.159589055907829,142.0,19.047619047619047,32,231,445,102,0,4054,0.9604938271604938
intelligent_memory,15,1,7,70445,0.2615528106689453,9.645273999940617,10.157554701695004,1.4445671293580915,146.0,19.047619047619047,23,485,197,69,0,2296,0.9702842377260982
intelligent_memory,15,2,7,70458,0.2044823169708252,8.25054333589572,8.748788949930809,2.0630762026234137,142.0,14.285714285714286,46,158,148,72,1,2104,0.8915094339622641
intelligent_memory,15,3,7,70471,0.9389629364013672,10.1151388092393,10.644963370642808,1.9276994993358199,151.0,9.523809523809524,139,544,196,161,0,3952,0.8663461538461539
intelligent_memory,15,4,7,70484,0.8228027820587158,8.368619813787996,8.930023322559926,2.171456505649866,160.0,14.285714285714286,174,227,172,89,0,3472,0.7371601208459214
intelligent_memory,15,5,7,70497,0.6945705413818359,7.338301999939744,7.864617789413428,1.6874797520365832,150.0,28.571428571428573,41,364,303,10,0,2824,0.9428969359331476
intelligent_memory,15,6,7,70510,1.061338186264038,7.191114030623905,7.685850872729168,1.2601592092931804,141.0,14.285714285714286,191,337,297,15,64,4008,0.7726190476190476
intelligent_memory,15,0,8,80432,0.7150743007659912,8.297332399932483,8.855227136774587,2.0136195101014147,159.0,14.285714285714286,20,191,230,133,0,2041,0.9651567944250871
intelligent_memory,15,1,8,80445,1.3931994438171387,9.513167283586078,10.046500616919412,2.0979251671156987,152.0,19.047619047619047,23,328,397,160,0,4594,0.974669603524229
intelligent_memory,15,2,8,80458,0.22606444358825684,8.2243550204847,8.782249757326804,2.130771712661034,159.0,23.80952380952381,24,235,202,41,0,2120,0.952191235059761
intelligent_memory,15,3,8,80471,0.37372851371765137,9.5218535847922,10.016590426897464,2.359465091846473,141.0,23.80952380952381,30,121,161,104,0,2344,0.9278846153846154
intelligent_memory,15,4,8,80484,1.425572395324707,8.468694059627383,9.002027392960716,2.3010736981165123,152.0,9.523809523809524,141,399,281,261,3,5464,0.8696857670979667
intelligent_memory,15,5,8,80497,0.5574569702148438,7.403214280641499,7.9646177894134285,2.0435349865667014,160.0,19.047619047619047,73,255,328,10,0,3280,0.8903903903903904
intelligent_memory,15,6,8,80510,1.25217866897583,7.180587714834433,7.685850872729169,0.9260056417815681,144.0,14.285714285714286,338,417,226,3,0,4520,0.6565040650406504
intelligent_memory,15,0,9,90432,0.6324045658111572,8.500646617654954,9.002401003619866,1.7690047222029752,143.0,19.047619047619047,27,339,464,44,0,2969,0.9691075514874142
intelligent_memory,15,1,9,90445,0.28914427757263184,9.463167283586078,9.99650061691941,3.7376060909932662,152.0,23.80952380952381,28,241,264,13,0,2382,0.9487179487179487
intelligent_memory,15,2,9,90458,0.24325847625732422,7.8944459893613335,8.375147743747299,1.3542983847291994,137.0,23.80952380952381,45,500,120,95,0,2056,0.9407894736842105
intelligent_memory,15,3,9,90471,0.33432579040527344,9.561327269002726,10.066590426897463,1.9276994993358199,144.0,19.047619047619047,65,312,144,131,0,2696,0.9003067484662577
intelligent_memory,15,4,9,90484,0.5357851982116699,8.440623884188787,9.002027392960716,1.7051201626204593,160.0,9.523809523809524,155,497,115,121,0,3112,0.8254504504504504
intelligent_memory,15,5,9,90497,0.8360376358032227,7.438301999939744,7.9646177894134285,2.5839488814684564,150.0,19.047619047619047,71,294,286,55,7,3280,0.8994334277620396
intelligent_memory,15,6,9,90510,0.4633958339691162,7.059535083255485,7.585850872729169,1.0776108859577338,150.0,23.80952380952381,133,467,139,3,0,2176,0.8207547169811321
