Threshold,Accuracy,F1-Score,Precision,Recall
0.5,0.7125576036866359,0.7308522114347357,0.7245989304812834,0.7372143634385201
0.6,0.7206221198156681,0.727068092290377,0.752913752913753,0.7029379760609358
0.7,0.719758064516129,0.7231863442389758,0.7579010137149672,0.691512513601741
0.8,0.7163018433179723,0.7165467625899281,0.7605375687232743,0.6773667029379761
