node_id,date,street_count,edge_list,latitude,longitude,temperature_max,temperature_min,temperature_mean,sunshine_duration,uv_index_max,precipitation_sum,snowfall_sum,rain_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max
99,2025-01-05 04:00:00+00:00,3,"[0, 16, 6]",43.019881610331375,-78.88250188656937,-2.4435,-6.7435,-4.745583,28345.148,2.3,0.0,0.0,0.0,0.0,3.0,25.44566,63.36
99,2025-01-06 04:00:00+00:00,3,"[0, 16, 6]",43.019881610331375,-78.88250188656937,-4.0935,-8.9435,-6.4685,0.0,1.55,0.2,0.14,0.0,2.0,2.0,17.873556,30.599998
99,2025-01-07 04:00:00+00:00,3,"[0, 16, 6]",43.019881610331375,-78.88250188656937,-4.2935004,-8.143499,-6.547667,20973.564,2.0,0.3,0.21000001,0.0,3.0,7.0,22.253124,44.28
99,2025-01-08 04:00:00+00:00,3,"[0, 16, 6]",43.019881610331375,-78.88250188656937,-6.6435003,-9.6935,-7.9497495,23688.736,2.05,0.0,0.0,0.0,0.0,3.0,20.188908,44.639996
5,2025-01-01 04:00:00+00:00,8,"[0, 6, 43, 90, 91]",42.98137476133686,-78.91279784351295,5.5435004,0.1935,2.4914167,6653.08,1.1,3.0,0.28,2.6,8.0,67.0,26.795223,52.92
5,2025-01-02 04:00:00+00:00,8,"[0, 6, 43, 90, 91]",42.98137476133686,-78.91279784351295,0.3435,-2.9065,-0.5835833,22157.172,1.8,0.2,0.07,0.1,1.0,14.0,27.553526,56.519997
5,2025-01-03 04:00:00+00:00,8,"[0, 6, 43, 90, 91]",42.98137476133686,-78.91279784351295,-0.8565,-3.5565,-2.4398334,13646.1875,1.65,0.2,0.14,0.0,1.0,17.0,24.387177,51.12
5,2025-01-04 04:00:00+00:00,8,"[0, 6, 43, 90, 91]",42.98137476133686,-78.91279784351295,-2.9565,-6.0065,-4.8189993,24713.828,1.95,0.0,0.0,0.0,0.0,6.0,32.396,65.88
5,2025-01-05 04:00:00+00:00,8,"[0, 6, 43, 90, 91]",42.98137476133686,-78.91279784351295,-2.2065,-7.0065,-4.9439993,27616.049,2.25,0.0,0.0,0.0,0.0,2.0,25.294964,63.72
5,2025-01-06 04:00:00+00:00,8,"[0, 6, 43, 90, 91]",42.98137476133686,-78.91279784351295,-4.1064997,-8.7065,-6.308583,0.0,1.55,0.0,0.0,0.0,0.0,2.0,18.775303,30.960001
5,2025-01-07 04:00:00+00:00,8,"[0, 6, 43, 90, 91]",42.98137476133686,-78.91279784351295,-4.0565,-7.8065,-6.283584,20360.56,2.05,0.6,0.35,0.1,5.0,7.0,23.233253,43.92
5,2025-01-08 04:00:00+00:00,8,"[0, 6, 43, 90, 91]",42.98137476133686,-78.91279784351295,-6.5565,-9.356501,-7.7565002,18543.527,2.15,0.0,0.0,0.0,0.0,2.0,20.316889,42.48
2,2025-01-01 04:00:00+00:00,6,"[1, 7, 8, 138, 13, 84]",43.00304563082081,-78.82019977463364,5.563,0.213,2.6109166,3550.2131,1.1,2.5,0.07,2.4,8.0,68.0,27.722336,52.92
2,2025-01-02 04:00:00+00:00,6,"[1, 7, 8, 138, 13, 84]",43.00304563082081,-78.82019977463364,0.663,-2.887,-0.59325,24217.418,1.9,0.6,0.35,0.099999994,3.0,11.0,30.85307,57.6
2,2025-01-03 04:00:00+00:00,6,"[1, 7, 8, 138, 13, 84]",43.00304563082081,-78.82019977463364,-0.63699996,-3.437,-2.3099167,8865.438,1.9,0.1,0.07,0.0,1.0,19.0,31.129074,52.92
2,2025-01-04 04:00:00+00:00,6,"[1, 7, 8, 138, 13, 84]",43.00304563082081,-78.82019977463364,-2.887,-5.487,-4.4161663,22917.24,1.7,0.0,0.0,0.0,0.0,6.0,33.1845,66.24
2,2025-01-05 04:00:00+00:00,6,"[1, 7, 8, 138, 13, 84]",43.00304563082081,-78.82019977463364,-2.387,-6.737,-4.6890836,28048.664,2.3,0.0,0.0,0.0,0.0,3.0,27.231804,63.72
2,2025-01-06 04:00:00+00:00,6,"[1, 7, 8, 138, 13, 84]",43.00304563082081,-78.82019977463364,-4.037,-9.237,-6.439083,497.93726,1.55,0.1,0.07,0.0,1.0,2.0,17.974781,29.519999
2,2025-01-07 04:00:00+00:00,6,"[1, 7, 8, 138, 13, 84]",43.00304563082081,-78.82019977463364,-4.487,-8.287001,-6.807834,19567.06,2.0,0.3,0.21000001,0.0,3.0,5.0,22.19773,44.28
2,2025-01-08 04:00:00+00:00,6,"[1, 7, 8, 138, 13, 84]",43.00304563082081,-78.82019977463364,-6.987,-10.037001,-8.134917,19545.941,2.05,0.0,0.0,0.0,0.0,3.0,22.38378,42.48
41,2025-01-01 04:00:00+00:00,2,"[1, 52]",43.00994355221101,-78.86205463919319,5.5695,0.2195,2.6049168,3280.3345,1.1,2.4,0.14,2.1999998,8.0,69.0,27.74103,53.639996
41,2025-01-02 04:00:00+00:00,2,"[1, 52]",43.00994355221101,-78.86205463919319,0.6695,-2.9305,-0.59716666,22349.547,1.9,0.70000005,0.35,0.19999999,3.0,11.0,29.795301,58.32
41,2025-01-03 04:00:00+00:00,2,"[1, 52]",43.00994355221101,-78.86205463919319,-0.5805,-3.4305,-2.3513334,10938.951,1.9,0.1,0.07,0.0,1.0,19.0,30.141266,52.92
41,2025-01-04 04:00:00+00:00,2,"[1, 52]",43.00994355221101,-78.86205463919319,-2.9305,-5.4805,-4.4409165,21387.81,1.7,0.0,0.0,0.0,0.0,7.0,32.489876,66.24
