n_nodes,n_edges,lcc_node_frac,major_edge_frac,tolerance_m
2434.0,7945.0,1.0,0.29528005034612964,25
2028.0,7137.0,1.0,0.2915790948577834,40
453.0,2828.0,1.0,0.3217821782178218,60
138.0,877.0,1.0,0.3671607753705815,80
67.0,433.0,1.0,0.394919168591224,100
26.0,132.0,1.0,0.4696969696969697,125
16.0,88.0,1.0,0.4090909090909091,150
11.0,62.0,1.0,0.25806451612903225,200
8.0,55.0,1.0,0.18181818181818182,250
2.0,37.0,1.0,0.05405405405405406,300
1.0,35.0,1.0,0.0,400
1.0,35.0,1.0,0.0,500
