n_nodes,n_edges,lcc_node_frac,major_edge_frac,tolerance_m
2159.0,6707.0,1.0,0.22782167884299986,25
1893.0,6169.0,1.0,0.21737720862376397,40
662.0,3200.0,1.0,0.2359375,60
293.0,1549.0,1.0,0.2569399612653325,80
143.0,654.0,1.0,0.38685015290519875,100
68.0,267.0,1.0,0.49812734082397003,125
38.0,164.0,1.0,0.5853658536585366,150
11.0,55.0,1.0,0.7090909090909091,200
1.0,7.0,1.0,0.0,250
1.0,7.0,1.0,0.0,300
1.0,7.0,1.0,0.0,400
1.0,7.0,1.0,0.0,500
