n_nodes,n_edges,lcc_node_frac,major_edge_frac,tolerance_m
785.0,2484.0,1.0,0.4114331723027375,25
673.0,2261.0,1.0,0.4130915524104379,40
165.0,933.0,1.0,0.48231511254019294,60
59.0,222.0,1.0,0.4099099099099099,80
34.0,134.0,1.0,0.40298507462686567,100
14.0,64.0,1.0,0.46875,125
10.0,49.0,1.0,0.3469387755102041,150
6.0,27.0,1.0,0.3333333333333333,200
4.0,19.0,1.0,0.3684210526315789,250
2.0,15.0,1.0,0.2,300
2.0,15.0,1.0,0.2,400
1.0,11.0,1.0,0.09090909090909091,500
