n_nodes,n_edges,lcc_node_frac,major_edge_frac,tolerance_m
3067.0,9057.0,1.0,0.3566302307607376,25
2247.0,7451.0,1.0,0.32747282243994097,40
512.0,3034.0,1.0,0.3210283454185893,60
227.0,1391.0,1.0,0.32422717469446444,80
111.0,659.0,1.0,0.36874051593323215,100
58.0,297.0,1.0,0.4478114478114478,125
32.0,142.0,1.0,0.5492957746478874,150
10.0,44.0,1.0,0.6363636363636364,200
7.0,37.0,1.0,0.6756756756756757,250
6.0,33.0,1.0,0.6363636363636364,300
2.0,20.0,1.0,0.4,400
1.0,12.0,1.0,0.0,500
