n_nodes,n_edges,lcc_node_frac,major_edge_frac,tolerance_m
1383.0,4328.0,1.0,0.2643253234750462,25
1183.0,3927.0,1.0,0.2645785586962058,40
369.0,1769.0,1.0,0.2719050310910119,60
183.0,934.0,1.0,0.29764453961456105,80
97.0,426.0,1.0,0.3732394366197183,100
45.0,145.0,1.0,0.5310344827586206,125
31.0,93.0,1.0,0.6344086021505376,150
21.0,63.0,1.0,0.7301587301587301,200
14.0,42.0,1.0,0.6666666666666666,250
10.0,30.0,1.0,0.6,300
4.0,20.0,1.0,0.4,400
1.0,12.0,1.0,0.0,500
