n_nodes,n_edges,lcc_node_frac,major_edge_frac,tolerance_m
9653.0,27142.0,1.0,0.4241397096750424,25
8342.0,24656.0,1.0,0.4101638546398443,40
1285.0,7622.0,1.0,0.43886119128837575,60
305.0,2361.0,1.0,0.4163490046590428,80
142.0,1143.0,1.0,0.389326334208224,100
34.0,196.0,1.0,0.5714285714285714,125
20.0,137.0,1.0,0.46715328467153283,150
5.0,63.0,1.0,0.2222222222222222,200
2.0,49.0,1.0,0.04081632653061224,250
1.0,47.0,1.0,0.0,300
1.0,47.0,1.0,0.0,400
1.0,47.0,1.0,0.0,500
