node_id,date,street_count,edge_list,latitude,longitude,temperature_max,temperature_min,temperature_mean,dewpoint_mean,dewpoint_max,dewpoint_min,humidity_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,shortwave_radiation_sum,cloud_cover_mean,wet_flag,severity,delta_local,eligible,pavement_temp,icy_base,icy_label,ice_thickness,area_id,icy_label_lag1,icy_label_lag2,icy_label_lag3,temperature_max_lag1,temperature_max_lag2,temperature_max_lag3,temperature_min_lag1,temperature_min_lag2,temperature_min_lag3,temperature_mean_lag1,temperature_mean_lag2,temperature_mean_lag3,dewpoint_mean_lag1,dewpoint_mean_lag2,dewpoint_mean_lag3,dewpoint_max_lag1,dewpoint_max_lag2,dewpoint_max_lag3,dewpoint_min_lag1,dewpoint_min_lag2,dewpoint_min_lag3,humidity_mean_lag1,humidity_mean_lag2,humidity_mean_lag3,precipitation_sum_lag1,precipitation_sum_lag2,precipitation_sum_lag3,rain_sum_lag1,rain_sum_lag2,rain_sum_lag3,snowfall_sum_lag1,snowfall_sum_lag2,snowfall_sum_lag3,wind_speed_10m_max_lag1,wind_speed_10m_max_lag2,wind_speed_10m_max_lag3,shortwave_radiation_sum_lag1,shortwave_radiation_sum_lag2,shortwave_radiation_sum_lag3,cloud_cover_mean_lag1,cloud_cover_mean_lag2,cloud_cover_mean_lag3,icy_base_lag1,icy_base_lag2,icy_base_lag3,severity_lag1,severity_lag2,severity_lag3,pavement_temp_lag1,pavement_temp_lag2,pavement_temp_lag3,ice_thickness_lag1,ice_thickness_lag2,ice_thickness_lag3,temperature_max_roll3_mean,temperature_min_roll3_mean,temperature_mean_roll3_mean,dewpoint_mean_roll3_mean,dewpoint_max_roll3_mean,dewpoint_min_roll3_mean,humidity_mean_roll3_mean,precipitation_sum_roll3_mean,rain_sum_roll3_mean,snowfall_sum_roll3_mean,wind_speed_10m_max_roll3_mean,shortwave_radiation_sum_roll3_mean,cloud_cover_mean_roll3_mean,icy_base_roll3_mean,severity_roll3_mean,pavement_temp_roll3_mean,ice_thickness_roll3_mean,consecutive_icy_days,freeze_thaw,split
66,2026-01-24 04:00:00+00:00,3,"[35, 19, 101]",32.696831,-97.062478,1.987,-7.863,-3.5129998,-4.492819,1.4161756,-9.074436,92.916664,15.700003,6.8,6.2300005,21.175835,2.39,99.916664,1,4,0.1853253248670423,1,-10.048325240943702,1,1,2.0,"Arlington, Texaas, US",1.0,0.0,0.0,11.787001,12.987,18.536999,2.387,5.687,11.637,8.751582,9.737,14.011998,7.516022,5.0891366,7.0847316,10.096737,8.61833,10.566154,2.1032445,-1.0175041,-0.95818156,92.166664,74.041664,64.291664,10.8,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,20.570463,11.304229,12.783802,0.71,6.63,7.32,100.0,73.333336,73.208336,1.0,0.0,0.0,3.0,0.0,0.0,-0.0372895580448098,3.5314825948568047,9.40530788596753,1.0,0.0,0.0,14.437000000000005,6.570333333333328,10.833526666666678,6.5632967333333285,9.760407,0.04251961333333224,76.83333066666667,3.60000000000001,3.6,0.0,14.886164666666673,4.886666666666664,82.18055733333334,0.3333333333333333,1.0,4.299833640926501,0.3333333333333333,1.0,0,test
67,2026-01-24 04:00:00+00:00,4,"[34, 12, 54, 111]",32.71014672179365,-97.08035591823294,1.7065,-8.0935,-3.7685,-4.7684464,1.2813041,-9.302568,92.75,15.700001,6.3999996,6.5100007,20.833395,2.49,99.958336,1,4,0.5532554112997989,1,-10.6467555486289,1,1,2.0,"Arlington, Texaas, US",0.0,1.0,0.0,7.3675003,11.8065,13.0175,-2.6325,2.1065,3.4175,2.5216672,8.598166,7.232084,-10.285205,7.4373207,-7.282074,-5.71763,9.967353,-1.5971972,-16.807484,1.9355469,-10.106449,40.958332,92.625,35.75,0.0,10.6,0.0,0.0,10.6,0.0,0.0,0.0,0.0,23.042812,19.201874,17.309973,10.97,0.65,10.8,42.5,100.0,56.875,0.0,1.0,0.0,1.0,3.0,0.0,-5.232499694824218,-0.461008299602215,0.8175000190734864,0.0,1.0,0.0,10.730500100000006,0.9638333333333279,6.117305733333346,-3.376652766666671,0.8841752666666682,-8.3261287,56.444444,3.5333333333333425,3.533333333333333,0.0,19.851553000000006,7.473333333333332,66.45833333333333,0.3333333333333333,1.3333333333333333,-1.625335991784323,0.3333333333333333,0.0,0,test
67,2026-01-24 04:00:00+00:00,4,"[96, 41, 94, 15]",38.91870335200932,-76.9472034486538,-4.3325,-12.132501,-8.467917,-21.874374,-17.869295,-24.60708,33.208332,0.0,0.0,0.0,24.162947,12.21,45.458332,0,1,0.6,0,-14.732500648498537,0,0,0.0,"College Park, Maryland, US",1.0,0.0,1.0,1.7065,7.3675003,11.8065,-8.0935,-2.6325,2.1065,-3.7685,2.5216672,8.598166,-4.7684464,-10.285205,7.4373207,1.2813041,-5.71763,9.967353,-9.302568,-16.807484,1.9355469,92.75,40.958332,92.625,15.700001,0.0,10.6,6.3999996,0.0,10.6,6.5100007,0.0,0.0,20.833395,23.042812,19.201874,2.49,10.97,0.65,99.958336,42.5,100.0,1.0,0.0,1.0,4.0,1.0,3.0,-10.6467555486289,-5.232499694824218,-0.461008299602215,2.0,0.0,1.0,6.960166766666671,-2.873166666666672,2.4504444000000123,-2.5387769000000038,1.8436757000000015,-8.058168366666669,75.44444399999999,8.76666700000001,5.666666533333333,2.170000233333337,21.02602700000001,4.703333333333331,80.81944533333333,0.6666666666666666,2.6666666666666665,-5.4467545143517855,1.0,1.0,1,test
68,2026-01-24 04:00:00+00:00,4,"[41, 77, 37, 7]",32.748576234463705,-97.06449140042542,1.835,-7.765,-3.5149996,-4.590031,1.3529797,-9.118683,92.25,17.499998,8.099999,6.580001,21.629978,2.07,99.958336,1,4,0.6930288388841002,1,-10.458028228532536,1,1,2.0,"Arlington, Texaas, US",0.0,1.0,0.0,6.387,11.785001,12.437,-3.113,2.0349998,1.987,1.9682502,8.616252,6.3161664,-10.121537,7.142992,-6.6975245,-5.505368,9.618281,-0.38180175,-15.132891,1.7133589,-8.522186,42.0,90.708336,39.875,0.0,11.599999,0.0,0.0,11.599999,0.0,0.0,0.0,0.0,27.971327,21.370783,20.380579,10.25,0.6,10.45,54.791668,100.0,63.875,0.0,1.0,0.0,1.0,3.0,0.0,-5.71299991607666,-0.7397320483177938,-0.6130000114440918,0.0,1.0,0.0,10.203000333333337,0.30299993333332864,5.633556200000012,-3.225356500000004,1.2437037500000026,-7.313906033333333,57.52777866666667,3.866666333333343,3.8666663333333333,0.0,23.24089633333334,7.099999999999997,72.88888933333332,0.3333333333333333,1.3333333333333333,-2.3552439919461903,0.3333333333333333,0.0,0,test
68,2026-01-24 04:00:00+00:00,4,"[48, 78, 111]",38.999475429852886,-76.92848743180629,-4.763,-12.363,-8.810918,-21.834394,-18.252394,-24.482422,34.25,0.0,0.0,0.0,30.261421,12.2,52.958332,0,1,0.6,0,-14.96299991607666,0,0,0.0,"College Park, Maryland, US",1.0,0.0,1.0,1.835,6.387,11.785001,-7.765,-3.113,2.0349998,-3.5149996,1.9682502,8.616252,-4.590031,-10.121537,7.142992,1.3529797,-5.505368,9.618281,-9.118683,-15.132891,1.7133589,92.25,42.0,90.708336,17.499998,0.0,11.599999,8.099999,0.0,11.599999,6.580001,0.0,0.0,21.629978,27.971327,21.370783,2.07,10.25,0.6,99.958336,54.791668,100.0,1.0,0.0,1.0,4.0,1.0,3.0,-10.458028228532536,-5.71299991607666,-0.7397320483177938,2.0,0.0,1.0,6.669000333333339,-2.9476667333333375,2.3565008666666785,-2.522858666666671,1.821964233333336,-7.512738366666667,74.986112,9.69999900000001,6.566666000000001,2.1933336666666703,23.65736266666667,4.306666666666663,84.91666799999999,0.6666666666666666,2.6666666666666665,-5.636920064309005,1.0,1.0,1,test
69,2026-01-24 04:00:00+00:00,3,"[81, 12, 14]",32.7176568,-97.0628803,2.0,-7.85,-3.5,-4.4799247,1.4291152,-9.06157,92.916664,15.700003,6.8,6.2300005,21.175835,2.39,99.916664,1,4,0.3957306953022599,1,-10.245731076771987,1,1,1.0,"Arlington, Texaas, US",0.0,0.0,0.0,6.6655,11.8,12.6655,-3.6345,2.4,2.9155,2.0425835,8.764583,6.9905,-10.621191,7.5288963,-7.122372,-5.4079547,10.109627,-1.383995,-16.622627,2.1162145,-9.10772,40.416668,92.166664,36.666668,0.0,10.8,0.0,0.0,10.8,0.0,0.0,0.0,0.0,23.4,20.570463,20.037485,10.86,0.71,10.35,48.291668,100.0,60.666668,0.0,0.0,0.0,1.0,3.0,0.0,-5.634500026702881,0.1760794853956996,0.9154999256134032,0.0,0.0,0.0,10.377000000000004,0.5603333333333299,5.932555500000013,-3.4048889000000053,1.1058924333333346,-7.871377499999999,56.416666666666664,3.60000000000001,3.6,0.0,21.335982666666677,7.30666666666666,69.65277866666666,0.0,1.3333333333333333,-1.514306871897933,0.0,0.0,0,test
69,2026-01-24 04:00:00+00:00,1,[75],38.989929500371055,-76.90583900043443,-5.4344997,-12.5345,-8.907416,-21.775818,-18.850111,-24.63605,34.666668,0.0,0.0,0.0,25.49908,12.23,50.916668,0,1,0.0,0,-14.534500122070312,0,0,0.0,"College Park, Maryland, US",1.0,0.0,0.0,2.0,6.6655,11.8,-7.85,-3.6345,2.4,-3.5,2.0425835,8.764583,-4.4799247,-10.621191,7.5288963,1.4291152,-5.4079547,10.109627,-9.06157,-16.622627,2.1162145,92.916664,40.416668,92.166664,15.700003,0.0,10.8,6.8,0.0,10.8,6.2300005,0.0,0.0,21.175835,23.4,20.570463,2.39,10.86,0.71,99.916664,48.291668,100.0,1.0,0.0,0.0,4.0,1.0,3.0,-10.245731076771987,-5.634500026702881,0.1760794853956996,1.0,0.0,0.0,6.821833333333338,-3.0281666666666696,2.4357221666666784,-2.5240731333333386,2.0435958333333346,-7.855994166666665,75.16666533333333,8.833334333333342,5.866666666666667,2.076666833333337,21.715432666666672,4.653333333333328,82.73611066666666,0.3333333333333333,2.6666666666666665,-5.234717206026397,0.3333333333333333,1.0,1,test
70,2026-01-24 04:00:00+00:00,1,[90],32.73307101855967,-97.16494028207146,2.0625,-7.9375005,-3.7416668,-4.8858147,1.2872833,-9.289205,91.75,15.900002,7.200001,6.0900006,20.617662,2.3,100.0,1,4,0.0384553129035704,1,-9.97595531290357,1,1,1.0,"Arlington, Texaas, US",0.0,0.0,0.0,12.3125,12.5625,19.0625,2.2624998,5.8624997,11.6125,8.6875,9.935416,14.1375,7.3196387,5.0810585,7.604248,10.044387,8.668207,11.184734,1.6446148,0.39800757,0.99398607,91.375,72.541664,65.833336,11.6,0.0,0.1,11.6,0.0,0.1,0.0,0.0,0.0,18.86139,10.805999,13.979871,0.77,7.51,7.97,100.0,65.916664,67.833336,0.0,0.0,0.0,3.0,0.0,1.0,0.2307431359229932,3.801187484325415,9.566055213452952,0.0,0.0,0.0,14.645833333333337,6.579166499999997,10.920138666666679,6.668315066666659,9.965776,1.0122028133333334,76.58333333333333,3.9000000000000092,3.9,0.0,14.549086666666673,5.416666666666661,77.91666666666667,0.0,1.3333333333333333,4.532661944567114,0.0,0.0,0,test
73,2026-01-24 04:00:00+00:00,10,"[162, 4, 5, 164, 143, 147]",32.75955339720878,-97.08583915296828,1.876,-7.924,-3.6823337,-4.707648,1.3857458,-9.1348095,92.583336,17.600002,8.4,6.44,21.915693,2.26,100.0,1,4,0.7884232980661471,1,-10.7124230844431,1,1,2.0,"Arlington, Texaas, US",0.0,1.0,0.0,7.5235,11.926,13.0234995,-2.5765,1.926,4.3234997,2.7714164,8.526,7.6526666,-9.782441,7.1917744,-6.74436,-4.1438622,9.8152275,-1.4678944,-17.090227,1.5063449,-9.449933,41.583332,91.583336,36.0,0.0,11.3,0.0,0.0,11.3,0.0,0.0,0.0,0.0,22.870626,20.456745,19.33639,11.16,0.67,10.83,40.291668,100.0,54.333332,0.0,1.0,0.0,1.0,3.0,0.0,-4.576499938964844,-0.8437584791042865,2.3234996795654297,0.0,1.0,0.0,10.82433316666667,1.2243332333333299,6.316694333333346,-3.1116755333333415,1.401156966666668,-8.344605033333332,56.38888933333334,3.7666666666666764,3.766666666666667,0.0,20.88792033333334,7.553333333333325,64.87499999999999,0.3333333333333333,1.3333333333333333,-1.0322529128345728,0.3333333333333333,0.0,0,test
73,2026-01-24 04:00:00+00:00,1,[53],38.917382,-76.91533800000002,-4.7265,-12.0765,-8.474417,-21.465765,-17.87735,-24.136251,34.416668,0.0,0.0,0.0,22.702845,12.03,50.75,0,1,0.0,0,-14.076499938964844,0,0,0.0,"College Park, Maryland, US",1.0,0.0,1.0,1.876,7.5235,11.926,-7.924,-2.5765,1.926,-3.6823337,2.7714164,8.526,-4.707648,-9.782441,7.1917744,1.3857458,-4.1438622,9.8152275,-9.1348095,-17.090227,1.5063449,92.583336,41.583332,91.583336,17.600002,0.0,11.3,8.4,0.0,11.3,6.44,0.0,0.0,21.915693,22.870626,20.456745,2.26,11.16,0.67,100.0,40.291668,100.0,1.0,0.0,1.0,4.0,1.0,3.0,-10.7124230844431,-4.576499938964844,-0.8437584791042865,2.0,0.0,1.0,7.108500000000003,-2.8581666666666705,2.538360900000013,-2.4327715333333413,2.3523703666666678,-8.239563866666666,75.25000133333333,9.63333400000001,6.566666666666667,2.1466666666666705,21.74768800000001,4.696666666666658,80.09722266666667,0.6666666666666666,2.6666666666666665,-5.377560500837416,1.0,1.0,1,test
75,2026-01-24 04:00:00+00:00,4,"[98, 83, 76, 94]",32.70910965000053,-97.1319835500024,1.6435,-8.2065,-3.9398336,-5.051774,1.0690432,-9.414408,91.958336,14.700001,5.799999,6.230001,20.380579,2.29,100.0,1,4,0.6157965169501348,1,-10.822296570355896,1,1,1.0,"Arlington, Texaas, US",0.0,0.0,0.0,6.945,11.9935,12.945,-3.355,2.0435,3.195,2.3220832,8.508082,7.27,-10.369695,7.306092,-6.8734593,-5.143091,9.855321,-1.1291219,-16.377586,1.7605377,-8.858554,40.416668,92.375,36.666668,0.0,12.599999,0.0,0.0,12.599999,0.0,0.0,0.0,0.0,23.4,18.847641,20.037485,10.86,0.63,10.35,48.291668,100.0,60.666668,0.0,0.0,0.0,1.0,3.0,0.0,-5.955000019073486,-0.4826161885380058,0.5949999332427979,0.0,0.0,0.0,10.627833333333337,0.6278333333333296,6.033388400000013,-3.312354100000008,1.1943693666666668,-7.825200766666666,56.486112,4.199999666666678,4.199999666666667,0.0,20.761708666666674,7.279999999999994,69.65277866666666,0.0,1.3333333333333333,-1.947538758122904,0.0,0.0,0,test
75,2026-01-24 04:00:00+00:00,4,"[88, 57, 69, 78]",38.97204263192677,-76.91434746867439,-5.1549997,-12.255,-8.627916,-21.526192,-18.601297,-24.385685,34.666668,0.0,0.0,0.0,25.49908,12.23,50.916668,0,1,0.6,0,-14.855000114440918,0,0,0.0,"College Park, Maryland, US",1.0,0.0,0.0,1.6435,6.945,11.9935,-8.2065,-3.355,2.0435,-3.9398336,2.3220832,8.508082,-5.051774,-10.369695,7.306092,1.0690432,-5.143091,9.855321,-9.414408,-16.377586,1.7605377,91.958336,40.416668,92.375,14.700001,0.0,12.599999,5.799999,0.0,12.599999,6.230001,0.0,0.0,20.380579,23.4,18.847641,2.29,10.86,0.63,100.0,48.291668,100.0,1.0,0.0,0.0,4.0,1.0,3.0,-10.822296570355896,-5.955000019073486,-0.4826161885380058,1.0,0.0,0.0,6.8606666666666705,-3.1726666666666703,2.296777200000013,-2.7051256666666745,1.9270910666666667,-8.010485433333333,74.916668,9.100000000000012,6.133332666666667,2.0766670000000036,20.876073333333338,4.593333333333327,82.76388933333332,0.3333333333333333,2.6666666666666665,-5.753304259322469,0.3333333333333333,1.0,1,test
76,2026-01-24 04:00:00+00:00,4,"[0, 122, 75, 127]",32.709714802705214,-97.14837073469496,1.889,-8.161,-3.865167,-4.9244184,1.1642119,-9.369376,92.333336,14.300001,6.2,5.6700006,20.608229,2.21,99.958336,1,4,0.5607723654436968,1,-10.721772617213716,1,1,2.0,"Arlington, Texaas, US",0.0,1.0,0.0,6.9285,12.289,13.3785,-3.1715,2.1890001,3.4285,2.091,8.624417,7.401417,-12.024207,7.35068,-7.7744193,-9.116972,10.049149,-1.1739922,-16.754196,1.7621275,-10.283355,35.833332,91.958336,33.833332,0.0,13.000001,0.0,0.0,13.000001,0.0,0.0,0.0,0.0,24.26998,19.483284,18.899143,10.57,0.66,10.41,51.708332,100.0,64.291664,0.0,1.0,0.0,1.0,3.0,0.0,-5.771500205993652,-0.5178751858727437,0.8284999370574951,0.0,1.0,0.0,10.865333333333334,0.8153333666666612,6.038944666666679,-4.149315433333341,-0.08060506666666771,-8.425141166666668,53.875,4.333333666666676,4.333333666666666,0.0,20.884135666666673,7.213333333333328,71.99999866666666,0.3333333333333333,1.3333333333333333,-1.820291818269638,0.3333333333333333,0.0,0,test
76,2026-01-24 04:00:00+00:00,4,"[62, 84, 85, 110]",38.95849786144857,-76.9871243847571,-5.3215,-12.3215,-8.650665,-21.805872,-18.749512,-24.641682,33.875,0.0,0.0,0.0,26.486313,12.25,42.875,0,1,0.6,0,-14.921499824523924,0,0,0.0,"College Park, Maryland, US",1.0,0.0,1.0,1.889,6.9285,12.289,-8.161,-3.1715,2.1890001,-3.865167,2.091,8.624417,-4.9244184,-12.024207,7.35068,1.1642119,-9.116972,10.049149,-9.369376,-16.754196,1.7621275,92.333336,35.833332,91.958336,14.300001,0.0,13.000001,6.2,0.0,13.000001,5.6700006,0.0,0.0,20.608229,24.26998,19.483284,2.21,10.57,0.66,99.958336,51.708332,100.0,1.0,0.0,1.0,4.0,1.0,3.0,-10.721772617213716,-5.771500205993652,-0.5178751858727437,2.0,0.0,1.0,7.035500000000002,-3.0478333000000055,2.2834166666666786,-3.199315133333341,0.6987962999999989,-8.120481500000002,73.37500133333333,9.100000666666675,6.400000333333334,1.8900002000000036,21.453831000000008,4.479999999999994,83.88888933333334,0.6666666666666666,2.6666666666666665,-5.670382669693375,1.0,1.0,1,test
77,2026-01-24 04:00:00+00:00,1,[68],32.74882460000051,-97.05495769999835,1.8414999,-7.7584996,-3.5084999,-4.58359,1.3594644,-9.112256,92.25,17.499998,8.099999,6.580001,21.629978,2.07,99.958336,1,4,0.0975444779472063,0,-9.85604362345502,0,0,0.0,"Arlington, Texaas, US",0.0,0.0,0.0,7.0325,11.7915,13.2325,-2.8174999,2.0414999,2.9825,2.4116666,8.62275,7.1408343,-10.458529,7.1494174,-6.982763,-5.7477016,9.624741,-0.4534006,-16.344711,1.7197973,-9.096811,40.208332,90.708336,36.833332,0.0,11.599999,0.0,0.0,11.599999,0.0,0.0,0.0,0.0,23.710857,21.370783,18.448023,10.78,0.6,10.52,47.958332,100.0,61.708332,0.0,0.0,0.0,1.0,3.0,0.0,-5.117500114440918,0.1379250661874725,0.6825000762939453,0.0,0.0,0.0,10.685500000000003,0.7354999999999937,6.058416966666679,-3.4306248666666748,1.141212933333332,-7.907241566666667,55.916666666666664,3.866666333333343,3.8666663333333333,0.0,21.17655433333334,7.299999999999993,69.888888,0.0,1.3333333333333333,-1.4323583239865048,0.0,0.0,0,test
77,2026-01-24 04:00:00+00:00,3,"[60, 55, 47]",38.95193833111074,-76.94082199451051,-4.9675,-12.2175,-8.557084,-21.473274,-18.092499,-24.294939,34.625,0.0,0.0,0.0,25.284714,12.26,44.875,0,1,0.3,0,-14.517499732971192,0,0,0.0,"College Park, Maryland, US",0.0,0.0,0.0,1.8414999,7.0325,11.7915,-7.7584996,-2.8174999,2.0414999,-3.5084999,2.4116666,8.62275,-4.58359,-10.458529,7.1494174,1.3594644,-5.7477016,9.624741,-9.112256,-16.344711,1.7197973,92.25,40.208332,90.708336,17.499998,0.0,11.599999,8.099999,0.0,11.599999,6.580001,0.0,0.0,21.629978,23.710857,21.370783,2.07,10.78,0.6,99.958336,47.958332,100.0,0.0,0.0,0.0,4.0,1.0,3.0,-9.85604362345502,-5.117500114440918,0.1379250661874725,0.0,0.0,0.0,6.888499966666668,-2.8448332000000067,2.508638900000012,-2.630900533333341,1.7455012666666656,-7.912389900000002,74.38888933333334,9.69999900000001,6.566666000000001,2.1933336666666703,22.237206000000004,4.483333333333326,82.63888933333332,0.0,2.6666666666666665,-4.945206223902827,0.0,0.0,1,test
78,2026-01-24 04:00:00+00:00,6,"[98, 135, 82, 117, 90]",32.73603729401371,-97.13147967997884,1.7695,-8.1805,-3.870083,-4.8699765,1.2793679,-9.388677,92.75,15.5,6.8999996,6.0200005,20.431387,2.26,100.0,1,4,0.6598586595969473,1,-10.840358690114526,1,1,2.0,"Arlington, Texaas, US",0.0,1.0,0.0,6.765,11.919499,13.014999,-3.2849998,1.9195,2.615,1.9108332,8.459083,7.031667,-11.333084,7.2353454,-7.077844,-7.5836573,9.709241,0.0037981444,-15.922055,1.5517495,-9.108165,38.375,92.25,36.791668,0.0,11.3,0.0,0.0,11.3,0.0,0.0,0.0,0.0,25.49908,18.514643,19.586117,10.5,0.69,10.41,52.875,100.0,64.666664,0.0,1.0,0.0,1.0,3.0,0.0,-5.584999847412109,-0.8575927163297705,0.3150000095367432,0.0,1.0,0.0,10.566499333333333,0.4165000666666616,5.800527733333347,-3.72519420000001,0.7097939481333322,-7.8261568333333384,55.805556,3.7666666666666764,3.766666666666667,0.0,21.199946666666673,7.199999999999991,72.51388799999998,0.3333333333333333,1.3333333333333333,-2.042530851401716,0.3333333333333333,0.0,0,test
78,2026-01-24 04:00:00+00:00,3,"[75, 68, 55]",38.988091985883,-76.9354447446221,-5.235,-12.285001,-8.632916,-21.572203,-18.672508,-24.322987,34.541668,0.0,0.0,0.0,27.783045,12.21,47.833332,0,1,0.3,0,-14.585000801086426,0,0,0.0,"College Park, Maryland, US",1.0,0.0,1.0,1.7695,6.765,11.919499,-8.1805,-3.2849998,1.9195,-3.870083,1.9108332,8.459083,-4.8699765,-11.333084,7.2353454,1.2793679,-7.5836573,9.709241,-9.388677,-15.922055,1.5517495,92.75,38.375,92.25,15.5,0.0,11.3,6.8999996,0.0,11.3,6.0200005,0.0,0.0,20.431387,25.49908,18.514643,2.26,10.5,0.69,100.0,52.875,100.0,1.0,0.0,1.0,4.0,1.0,3.0,-10.840358690114526,-5.584999847412109,-0.8575927163297705,2.0,0.0,1.0,6.817999666666666,-3.1819999333333384,2.1666110666666807,-2.9892383666666773,1.1349838666666654,-7.919660833333339,74.45833333333333,8.933333333333342,6.066666533333334,2.006666833333337,21.48170333333334,4.4833333333333245,84.29166666666664,0.6666666666666666,2.6666666666666665,-5.7609837512854725,1.0,1.0,1,test
79,2026-01-24 04:00:00+00:00,5,"[80, 83, 3, 52]",32.69099426103599,-97.11616024837474,1.7585001,-8.1915,-3.883167,-4.8338923,1.3331236,-9.399562,93.083336,14.8,6.3,5.9500003,21.611996,2.39,100.0,1,4,0.6784082472215169,1,-10.869907957304523,1,1,2.0,"Arlington, Texaas, US",1.0,0.0,0.0,12.0585,12.6085005,19.008501,2.2085001,5.6085,11.408501,8.6501665,9.760584,13.933503,7.5636754,4.8727393,7.17684,10.188312,8.639332,10.5144415,2.0674624,-1.1369529,0.8243094,93.125,72.75,64.958336,13.1,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,20.00512,13.237038,13.084402,0.63,7.58,7.87,100.0,71.208336,69.0,1.0,0.0,0.0,3.0,0.0,0.0,-0.4947952434157918,3.050003196253634,8.938942571698924,1.0,0.0,0.0,14.5585005,6.408500366666662,10.781417833333348,6.537751566666657,9.780695166666666,0.5849396333333274,76.94444533333333,4.366666666666676,4.366666666666666,0.0,15.442186666666672,5.359999999999992,80.06944533333332,0.3333333333333333,1.0,3.8313835081789205,0.3333333333333333,1.0,0,test
80,2026-01-24 04:00:00+00:00,4,"[83, 85, 142, 79]",32.692319409327894,-97.1278629759534,1.7,-8.25,-3.9416664,-4.8919263,1.2748268,-9.457463,93.083336,14.8,6.3,5.9500003,21.611996,2.39,100.0,1,4,0.6203429482436557,1,-10.870342948243657,1,1,2.0,"Arlington, Texaas, US",1.0,0.0,0.0,12.0,12.55,18.95,2.15,5.55,11.35,8.591666,9.702083,13.875001,7.5056767,4.816473,7.1213627,10.130165,8.582188,10.457141,2.0090299,-1.191333,0.77059555,93.125,72.75,64.958336,13.1,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,20.00512,13.237038,13.084402,0.63,7.58,7.87,100.0,71.208336,69.0,1.0,0.0,0.0,3.0,0.0,0.0,-0.512096696888177,2.826193760844912,8.605149334563546,1.0,0.0,0.0,14.5,6.349999999999993,10.722916666666682,6.48117079999999,9.723164666666667,0.5294308166666607,76.94444533333333,4.366666666666676,4.366666666666666,0.0,15.442186666666672,5.359999999999992,80.06944533333332,0.3333333333333333,1.0,3.639748799506759,0.3333333333333333,1.0,0,test
81,2026-01-24 04:00:00+00:00,3,"[69, 84, 13]",32.72540349999999,-97.0625584,1.7435,-7.8564997,-3.5502498,-4.541253,1.4612294,-9.068004,92.833336,16.899998,7.499999,6.58,21.288757,2.18,99.916664,1,4,0.3534048457677191,1,-10.209904517703754,1,1,2.0,"Arlington, Texaas, US",1.0,0.0,0.0,11.7435,12.9435,18.4935,2.1935,5.5935,11.6935,8.695583,9.631,14.091416,7.3720307,5.0414977,7.0652733,9.877263,8.804027,11.011459,1.8703514,-0.89530545,-1.410458,91.625,74.166664,64.0,10.300001,0.0,0.0,10.300001,0.0,0.0,0.0,0.0,0.0,21.068459,9.726665,12.7279215,0.64,6.7,7.17,100.0,65.125,68.75,1.0,0.0,0.0,3.0,0.0,0.0,-0.0608427204089879,3.1960958475515566,9.365777229726657,1.0,0.0,0.0,14.393499999999998,6.493499999999993,10.80599966666668,6.49293389999999,9.897583,-0.14513735000000585,76.59722133333334,3.4333336666666763,3.4333336666666665,0.0,14.507681833333338,4.836666666666658,77.95833333333333,0.3333333333333333,1.0,4.167010118956407,0.3333333333333333,1.0,0,test
82,2026-01-24 04:00:00+00:00,5,"[120, 135, 78, 119]",32.739102689698534,-97.11444090734189,1.7435,-8.2065,-3.896083,-4.895759,1.2533975,-9.414408,92.75,15.5,6.8999996,6.0200005,20.431387,2.26,100.0,1,4,0.4116989132138236,1,-10.618198966619586,1,1,2.0,"Arlington, Texaas, US",1.0,0.0,0.0,11.893499,12.2435,18.4435,1.8935,5.7435,11.1935,8.433084,9.580999,13.791416,7.2095966,4.950605,7.377332,9.683365,8.575838,10.997246,1.5259644,0.0841204,-0.07318623,92.25,73.708336,66.333336,11.3,0.0,0.1,11.3,0.0,0.1,0.0,0.0,0.0,18.514643,11.212135,13.797912,0.69,6.38,7.78,100.0,67.166664,67.875,1.0,0.0,0.0,3.0,0.0,1.0,-0.8552374406619966,2.991151929016962,8.730057523007282,1.0,0.0,0.0,14.193499666666668,6.276833333333325,10.601833000000013,6.512511199999991,9.752149666666666,0.5122995233333275,77.43055733333334,3.800000000000011,3.8000000000000003,0.0,14.508230000000005,4.949999999999993,78.34722133333332,0.3333333333333333,1.3333333333333333,3.6219906704540814,0.3333333333333333,1.0,0,test
