node_id,date,latitude,longitude,temperature_max,temperature_min,temperature_mean,precipitation_sum,snowfall_sum,relative_humidity_max,relative_humidity_min,dewpoint_max,dewpoint_min
50467445,2025-01-08 05:00:00+00:00,38.9892866,-76.9286347,-0.422,-4.972,-2.7303333,0,0,59,45,-8.829464,-15.088176
50467447,2025-01-01 05:00:00+00:00,38.9898381,-76.9270524,9.3715,4.8215,7.2131667,0,0,99,42,7.1745224,-4.73631
50467447,2025-01-02 05:00:00+00:00,38.9898381,-76.9270524,4.6714997,0.7715,2.6485834,0,0,58,41,-6.4193463,-10.098246
50467447,2025-01-03 05:00:00+00:00,38.9898381,-76.9270524,5.4214997,-1.2284999,0.7131667,2.6,0.77,91,53,-0.38187674,-8.611159
50467447,2025-01-04 05:00:00+00:00,38.9898381,-76.9270524,-0.4285,-4.3285003,-1.6784998,0,0,58,42,-8.583628,-13.455168
50467447,2025-01-05 05:00:00+00:00,38.9898381,-76.9270524,1.0215,-7.3285003,-2.4180834,0,0,62,33,-9.711363,-14.364134
50467447,2025-01-06 05:00:00+00:00,38.9898381,-76.9270524,-0.22850001,-3.4785,-2.6576667,20.5,10.080001,95,55,-3.1129057,-8.187178
50467447,2025-01-07 05:00:00+00:00,38.9898381,-76.9270524,1.5715001,-5.0285,-1.9910002,0,0,67,49,-7.482883,-12.143222
50467447,2025-01-08 05:00:00+00:00,38.9898381,-76.9270524,-0.4285,-4.9785004,-2.7368336,0,0,59,45,-8.835594,-15.094135
50467449,2025-01-01 05:00:00+00:00,38.9903313,-76.925675,9.365,4.815,7.2066665,0,0,99,42,7.1680303,-4.742319
50467449,2025-01-02 05:00:00+00:00,38.9903313,-76.925675,4.665,0.765,2.6420834,0,0,58,41,-6.425461,-10.10413
50467449,2025-01-03 05:00:00+00:00,38.9903313,-76.925675,5.415,-1.2349999,0.70666677,2.6,0.77,91,53,-0.38830742,-8.617253
50467449,2025-01-04 05:00:00+00:00,38.9903313,-76.925675,-0.435,-4.335,-1.685,0,0,58,42,-8.5897455,-13.461181
50467449,2025-01-05 05:00:00+00:00,38.9903313,-76.925675,1.015,-7.335,-2.424583,0,0,62,33,-9.717368,-14.369888
50467449,2025-01-06 05:00:00+00:00,38.9903313,-76.925675,-0.23500001,-3.485,-2.6641665,20.5,10.080001,95,55,-3.119361,-8.193257
50467449,2025-01-07 05:00:00+00:00,38.9903313,-76.925675,1.565,-5.035,-1.9975,0,0,67,49,-7.489099,-12.149334
50467449,2025-01-08 05:00:00+00:00,38.9903313,-76.925675,-0.435,-4.985,-2.743333,0,0,59,45,-8.841724,-15.100094
50467463,2025-01-01 05:00:00+00:00,38.9911156,-76.9234939,9.391,4.841,7.2326665,0,0,99,42,7.193999,-4.718285
50467463,2025-01-02 05:00:00+00:00,38.9911156,-76.9234939,4.691,0.791,2.6680834,0,0,58,41,-6.4010024,-10.08059
50467463,2025-01-03 05:00:00+00:00,38.9911156,-76.9234939,5.441,-1.209,0.7326667,2.6,0.77,91,53,-0.3625845,-8.592877
50467463,2025-01-04 05:00:00+00:00,38.9911156,-76.9234939,-0.40899998,-4.309,-1.659,0,0,58,42,-8.565272,-13.437129
50467463,2025-01-05 05:00:00+00:00,38.9911156,-76.9234939,1.041,-7.309,-2.3985827,0,0,62,33,-9.69335,-14.346876
50467463,2025-01-06 05:00:00+00:00,38.9911156,-76.9234939,-0.209,-3.4589999,-2.6381664,20.5,10.080001,95,55,-3.0935407,-8.168935
50467463,2025-01-07 05:00:00+00:00,38.9911156,-76.9234939,1.591,-5.009,-1.9714999,0,0,67,49,-7.464232,-12.124885
50467463,2025-01-08 05:00:00+00:00,38.9911156,-76.9234939,-0.40899998,-4.959,-2.717333,0,0,59,45,-8.817203,-15.076256
50467483,2025-01-01 05:00:00+00:00,38.991976,-76.9333999,9.3715,4.8215,7.2131667,0,0,99,42,7.1745224,-4.73631
50467483,2025-01-02 05:00:00+00:00,38.991976,-76.9333999,4.6714997,0.7715,2.6485834,0,0,58,41,-6.4193463,-10.098246
50467483,2025-01-03 05:00:00+00:00,38.991976,-76.9333999,5.4214997,-1.2284999,0.7131667,2.6,0.77,91,53,-0.38187674,-8.611159
50467483,2025-01-04 05:00:00+00:00,38.991976,-76.9333999,-0.4285,-4.3285003,-1.6784998,0,0,58,42,-8.583628,-13.455168
50467483,2025-01-05 05:00:00+00:00,38.991976,-76.9333999,1.0215,-7.3285003,-2.4180834,0,0,62,33,-9.711363,-14.364134
50467483,2025-01-06 05:00:00+00:00,38.991976,-76.9333999,-0.22850001,-3.4785,-2.6576667,20.5,10.080001,95,55,-3.1129057,-8.187178
50467483,2025-01-07 05:00:00+00:00,38.991976,-76.9333999,1.5715001,-5.0285,-1.9910002,0,0,67,49,-7.482883,-12.143222
50467483,2025-01-08 05:00:00+00:00,38.991976,-76.9333999,-0.4285,-4.9785004,-2.7368336,0,0,59,45,-8.835594,-15.094135
50474759,2025-01-01 05:00:00+00:00,38.988706,-76.9263492,9.378,4.828,7.219667,0,0,99,42,7.181014,-4.730302
50474759,2025-01-02 05:00:00+00:00,38.988706,-76.9263492,4.678,0.778,2.6550834,0,0,58,41,-6.4132314,-10.0923605
50474759,2025-01-03 05:00:00+00:00,38.988706,-76.9263492,5.428,-1.222,0.7196665,2.6,0.77,91,53,-0.37544596,-8.605066
50474759,2025-01-04 05:00:00+00:00,38.988706,-76.9263492,-0.422,-4.322,-1.6719999,0,0,58,42,-8.577509,-13.449155
50474759,2025-01-05 05:00:00+00:00,38.988706,-76.9263492,1.028,-7.322,-2.4115832,0,0,62,33,-9.7053585,-14.358382
50474759,2025-01-06 05:00:00+00:00,38.988706,-76.9263492,-0.222,-3.472,-2.6511667,20.5,10.080001,95,55,-3.106451,-8.181097
50474759,2025-01-07 05:00:00+00:00,38.988706,-76.9263492,1.578,-5.022,-1.9845003,0,0,67,49,-7.4766655,-12.137109
50474759,2025-01-08 05:00:00+00:00,38.988706,-76.9263492,-0.422,-4.972,-2.7303333,0,0,59,45,-8.829464,-15.088176
50474825,2025-01-01 05:00:00+00:00,38.9943635,-76.9241809,9.3585005,4.8085,7.200166,0,0,99,42,7.161537,-4.7483273
50474825,2025-01-02 05:00:00+00:00,38.9943635,-76.9241809,4.6584997,0.7585,2.6355832,0,0,58,41,-6.4315753,-10.110015
50474825,2025-01-03 05:00:00+00:00,38.9943635,-76.9241809,5.4084997,-1.2414999,0.7001667,2.6,0.77,91,53,-0.39473817,-8.623348
50474825,2025-01-04 05:00:00+00:00,38.9943635,-76.9241809,-0.4415,-4.3415003,-1.6914998,0,0,58,42,-8.595863,-13.467192
50474825,2025-01-05 05:00:00+00:00,38.9943635,-76.9241809,1.0085,-7.3415003,-2.4310832,0,0,62,33,-9.723372,-14.375641
50474825,2025-01-06 05:00:00+00:00,38.9943635,-76.9241809,-0.24150002,-3.4915,-2.6706665,20.5,10.080001,95,55,-3.1258156,-8.199339
50474825,2025-01-07 05:00:00+00:00,38.9943635,-76.9241809,1.5585,-5.0415,-2.0040002,0,0,67,49,-7.4953165,-12.155446
50474825,2025-01-08 05:00:00+00:00,38.9943635,-76.9241809,-0.4415,-4.9915004,-2.7498333,0,0,59,45,-8.847855,-15.106054
50474826,2025-01-01 05:00:00+00:00,38.9948507,-76.9240266,9.3585005,4.8085,7.200166,0,0,99,42,7.161537,-4.7483273
50474826,2025-01-02 05:00:00+00:00,38.9948507,-76.9240266,4.6584997,0.7585,2.6355832,0,0,58,41,-6.4315753,-10.110015
50474826,2025-01-03 05:00:00+00:00,38.9948507,-76.9240266,5.4084997,-1.2414999,0.7001667,2.6,0.77,91,53,-0.39473817,-8.623348
50474826,2025-01-04 05:00:00+00:00,38.9948507,-76.9240266,-0.4415,-4.3415003,-1.6914998,0,0,58,42,-8.595863,-13.467192
50474826,2025-01-05 05:00:00+00:00,38.9948507,-76.9240266,1.0085,-7.3415003,-2.4310832,0,0,62,33,-9.723372,-14.375641
50474826,2025-01-06 05:00:00+00:00,38.9948507,-76.9240266,-0.24150002,-3.4915,-2.6706665,20.5,10.080001,95,55,-3.1258156,-8.199339
50474826,2025-01-07 05:00:00+00:00,38.9948507,-76.9240266,1.5585,-5.0415,-2.0040002,0,0,67,49,-7.4953165,-12.155446
50474826,2025-01-08 05:00:00+00:00,38.9948507,-76.9240266,-0.4415,-4.9915004,-2.7498333,0,0,59,45,-8.847855,-15.106054
50477472,2025-01-01 05:00:00+00:00,38.9898646,-76.9343196,9.378,4.828,7.219667,0,0,99,42,7.181014,-4.730302
50477472,2025-01-02 05:00:00+00:00,38.9898646,-76.9343196,4.678,0.778,2.6550834,0,0,58,41,-6.4132314,-10.0923605
50477472,2025-01-03 05:00:00+00:00,38.9898646,-76.9343196,5.428,-1.222,0.7196665,2.6,0.77,91,53,-0.37544596,-8.605066
50477472,2025-01-04 05:00:00+00:00,38.9898646,-76.9343196,-0.422,-4.322,-1.6719999,0,0,58,42,-8.577509,-13.449155
