node_id,date,edge_list,latitude,longitude,temperature_max,temperature_min,temperature_mean,precipitation_sum,snowfall_sum,relative_humidity_max,relative_humidity_min,dewpoint_max,dewpoint_min
43,2025-01-03 05:00:00+00:00,"[5, 93]",42.98051005,-78.90256829,-0.61749995,-4.2175,-2.4799998,0.2,0.14,77,55,-5.711502,-10.032501
43,2025-01-04 05:00:00+00:00,"[5, 93]",42.98051005,-78.90256829,-2.6675,-5.9675,-4.7987494,0,0,72,55,-8.7701435,-12.857631
43,2025-01-05 05:00:00+00:00,"[5, 93]",42.98051005,-78.90256829,-2.2675,-6.9175,-4.915417,0,0,75,56,-9.36575,-12.999746
43,2025-01-06 05:00:00+00:00,"[5, 93]",42.98051005,-78.90256829,-4.2675004,-8.7175,-6.5154166,0,0,86,68,-6.2581415,-12.853941
43,2025-01-07 05:00:00+00:00,"[5, 93]",42.98051005,-78.90256829,-3.9175,-7.6175003,-6.1425004,0.5,0.35,80,54,-8.499089,-13.496589
43,2025-01-08 05:00:00+00:00,"[5, 93]",42.98051005,-78.90256829,-6.7175,-10.1675,-7.957083,0,0,70,53,-12.06528,-16.066084
91,2025-01-01 05:00:00+00:00,"[89, 90, 5, 6]",42.96441543,-78.92159556,5.3325,0.1325,2.303333,3,0.28,96,72,4.596003,-2.6890724
91,2025-01-02 05:00:00+00:00,"[89, 90, 5, 6]",42.96441543,-78.92159556,0.3825,-2.9675,-0.67375,0.2,0.07,88,59,-1.7673146,-8.046735
91,2025-01-03 05:00:00+00:00,"[89, 90, 5, 6]",42.96441543,-78.92159556,-0.8175,-3.9675,-2.4424999,0.2,0.14,79,58,-5.5178294,-9.349204
91,2025-01-04 05:00:00+00:00,"[89, 90, 5, 6]",42.96441543,-78.92159556,-2.9175,-5.9675,-4.8591666,0,0,75,56,-7.997615,-12.963068
91,2025-01-05 05:00:00+00:00,"[89, 90, 5, 6]",42.96441543,-78.92159556,-2.1675,-6.9675,-4.902917,0,0,73,57,-9.36575,-13.1411
91,2025-01-06 05:00:00+00:00,"[89, 90, 5, 6]",42.96441543,-78.92159556,-4.0675,-8.6675,-6.3508325,0,0,86,68,-6.4056516,-12.898896
91,2025-01-07 05:00:00+00:00,"[89, 90, 5, 6]",42.96441543,-78.92159556,-4.0175004,-7.4675,-6.1966667,0.6,0.35,80,56,-8.473411,-13.800826
91,2025-01-08 05:00:00+00:00,"[89, 90, 5, 6]",42.96441543,-78.92159556,-6.5175004,-9.7675,-7.8487506,0,0,71,52,-11.7368,-16.081093
38,2025-01-01 05:00:00+00:00,"[132, 68, 6, 135, 136]",43.00144373,-78.94981557,5.187,-0.063,2.1786668,3.2,0.35,96,71,4.5016575,-3.2689424
38,2025-01-02 05:00:00+00:00,"[132, 68, 6, 135, 136]",43.00144373,-78.94981557,0.487,-3.163,-0.8213334,0.3,0.14,88,57,-1.9600103,-8.6176605
38,2025-01-03 05:00:00+00:00,"[132, 68, 6, 135, 136]",43.00144373,-78.94981557,-0.763,-3.963,-2.4192502,0.1,0.07,78,58,-5.8689322,-9.701569
38,2025-01-04 05:00:00+00:00,"[132, 68, 6, 135, 136]",43.00144373,-78.94981557,-2.913,-5.913,-4.723417,0,0,73,56,-8.074603,-13.052714
38,2025-01-05 05:00:00+00:00,"[132, 68, 6, 135, 136]",43.00144373,-78.94981557,-2.363,-6.863,-4.785917,0,0,73,58,-8.880394,-12.995505
38,2025-01-06 05:00:00+00:00,"[132, 68, 6, 135, 136]",43.00144373,-78.94981557,-3.113,-8.462999,-6.096333,0.1,0.07,89,70,-5.804539,-12.492544
38,2025-01-07 05:00:00+00:00,"[132, 68, 6, 135, 136]",43.00144373,-78.94981557,-4.163,-7.513,-6.023417,0.70000005,0.42000002,79,59,-8.236624,-12.607652
38,2025-01-08 05:00:00+00:00,"[132, 68, 6, 135, 136]",43.00144373,-78.94981557,-6.363,-10.212999,-7.9067492,0,0,74,52,-11.501985,-16.502825
7,2025-01-01 05:00:00+00:00,"[8, 2]",42.9925876,-78.8014267,5.35,0.1,2.3437502,2.5,0.21000001,97,72,4.414583,-3.0476563
7,2025-01-02 05:00:00+00:00,"[8, 2]",42.9925876,-78.8014267,0.45,-2.85,-0.6875,0.5,0.35,88,60,-1.8979136,-8.371941
7,2025-01-03 05:00:00+00:00,"[8, 2]",42.9925876,-78.8014267,-0.65,-3.75,-2.2916667,0.1,0,82,54,-4.3196545,-9.214965
7,2025-01-04 05:00:00+00:00,"[8, 2]",42.9925876,-78.8014267,-2.85,-5.6,-4.510417,0,0,73,56,-7.9807134,-12.57119
7,2025-01-05 05:00:00+00:00,"[8, 2]",42.9925876,-78.8014267,-2.3,-6.5,-4.739583,0,0,75,56,-8.414242,-13.21885
7,2025-01-06 05:00:00+00:00,"[8, 2]",42.9925876,-78.8014267,-4.75,-9,-6.7958336,0.1,0.07,89,71,-6.4325643,-12.837052
7,2025-01-07 05:00:00+00:00,"[8, 2]",42.9925876,-78.8014267,-4.45,-8.15,-6.589584,0.5,0.28,78,57,-8.116361,-13.320315
7,2025-01-08 05:00:00+00:00,"[8, 2]",42.9925876,-78.8014267,-7,-10.15,-8.191667,0,0,73,55,-12.379051,-15.285916
32,2025-01-01 05:00:00+00:00,"[8, 84]",42.9907301,-78.8042002,5.363,0.113000005,2.3567498,2.5,0.21000001,97,72,4.427507,-3.035053
32,2025-01-02 05:00:00+00:00,"[8, 84]",42.9907301,-78.8042002,0.463,-2.837,-0.6745,0.5,0.35,88,60,-1.8851002,-8.359547
32,2025-01-03 05:00:00+00:00,"[8, 84]",42.9907301,-78.8042002,-0.63699996,-3.737,-2.2786665,0.1,0,82,54,-4.30694,-9.202634
32,2025-01-04 05:00:00+00:00,"[8, 84]",42.9907301,-78.8042002,-2.837,-5.587,-4.497417,0,0,73,56,-7.9681582,-12.558989
32,2025-01-05 05:00:00+00:00,"[8, 84]",42.9907301,-78.8042002,-2.287,-6.487,-4.726583,0,0,75,56,-8.401828,-13.206598
32,2025-01-06 05:00:00+00:00,"[8, 84]",42.9907301,-78.8042002,-4.737,-8.987,-6.7828336,0.1,0.07,89,71,-6.4197464,-12.824509
32,2025-01-07 05:00:00+00:00,"[8, 84]",42.9907301,-78.8042002,-4.437,-8.137,-6.576584,0.5,0.28,78,57,-8.103731,-13.308016
32,2025-01-08 05:00:00+00:00,"[8, 84]",42.9907301,-78.8042002,-6.987,-10.137,-8.178666,0,0,73,55,-12.366625,-15.273549
76,2025-01-01 05:00:00+00:00,"[8, 13, 70]",43.0346994,-78.7995824,5.426,-0.024,2.3843336,2.7,0.07,96,69,4.338862,-3.164188
76,2025-01-02 05:00:00+00:00,"[8, 13, 70]",43.0346994,-78.7995824,0.676,-2.874,-0.66983324,0.4,0.28,88,57,-1.8722866,-8.938353
76,2025-01-03 05:00:00+00:00,"[8, 13, 70]",43.0346994,-78.7995824,-0.62399995,-3.624,-2.4156668,0.1,0,77,54,-5.1770244,-9.539557
76,2025-01-04 05:00:00+00:00,"[8, 13, 70]",43.0346994,-78.7995824,-2.924,-5.874,-4.4760833,0,0,73,60,-7.71417,-12.191707
76,2025-01-05 05:00:00+00:00,"[8, 13, 70]",43.0346994,-78.7995824,-2.474,-6.924,-4.690666,0,0,76,60,-7.813434,-12.402461
76,2025-01-06 05:00:00+00:00,"[8, 13, 70]",43.0346994,-78.7995824,-3.424,-8.674,-6.240666,0.4,0.28,91,72,-5.617488,-12.3777275
76,2025-01-07 05:00:00+00:00,"[8, 13, 70]",43.0346994,-78.7995824,-3.774,-8.174,-6.3615,0.2,0.14,81,59,-7.662764,-13.266575
76,2025-01-08 05:00:00+00:00,"[8, 13, 70]",43.0346994,-78.7995824,-6.824,-9.924,-8.184417,0,0,75,58,-12.117765,-14.362752
96,2025-01-01 05:00:00+00:00,"[8, 61, 95]",42.9802835,-78.81392195,5.363,0.113000005,2.3567498,2.5,0.21000001,97,72,4.427507,-3.035053
96,2025-01-02 05:00:00+00:00,"[8, 61, 95]",42.9802835,-78.81392195,0.463,-2.837,-0.6745,0.5,0.35,88,60,-1.8851002,-8.359547
96,2025-01-03 05:00:00+00:00,"[8, 61, 95]",42.9802835,-78.81392195,-0.63699996,-3.737,-2.2786665,0.1,0,82,54,-4.30694,-9.202634
96,2025-01-04 05:00:00+00:00,"[8, 61, 95]",42.9802835,-78.81392195,-2.837,-5.587,-4.497417,0,0,73,56,-7.9681582,-12.558989
96,2025-01-05 05:00:00+00:00,"[8, 61, 95]",42.9802835,-78.81392195,-2.287,-6.487,-4.726583,0,0,75,56,-8.401828,-13.206598
96,2025-01-06 05:00:00+00:00,"[8, 61, 95]",42.9802835,-78.81392195,-4.737,-8.987,-6.7828336,0.1,0.07,89,71,-6.4197464,-12.824509
96,2025-01-07 05:00:00+00:00,"[8, 61, 95]",42.9802835,-78.81392195,-4.437,-8.137,-6.576584,0.5,0.28,78,57,-8.103731,-13.308016
96,2025-01-08 05:00:00+00:00,"[8, 61, 95]",42.9802835,-78.81392195,-6.987,-10.137,-8.178666,0,0,73,55,-12.366625,-15.273549
61,2025-01-01 05:00:00+00:00,"[96, 34, 8, 117, 118, 123, 95]",42.95966077,-78.81722441,5.187,0.037,2.2349167,2.6999998,0.35,99,72,4.302252,-2.9814756
61,2025-01-02 05:00:00+00:00,"[96, 34, 8, 117, 118, 123, 95]",42.95966077,-78.81722441,0.287,-2.963,-0.7213333,0.3,0.14,87,61,-2.016536,-8.283409
61,2025-01-03 05:00:00+00:00,"[96, 34, 8, 117, 118, 123, 95]",42.95966077,-78.81722441,-0.86300004,-4.113,-2.4504998,0.1,0.07,82,54,-4.625774,-9.718687
61,2025-01-04 05:00:00+00:00,"[96, 34, 8, 117, 118, 123, 95]",42.95966077,-78.81722441,-2.963,-6.113,-4.798417,0,0,72,56,-8.44729,-12.771112
61,2025-01-05 05:00:00+00:00,"[96, 34, 8, 117, 118, 123, 95]",42.95966077,-78.81722441,-2.413,-6.763,-4.923417,0,0,76,57,-8.522159,-13.001539
61,2025-01-06 05:00:00+00:00,"[96, 34, 8, 117, 118, 123, 95]",42.95966077,-78.81722441,-4.863,-9.212999,-6.9900837,0,0,90,71,-6.543974,-12.828166
61,2025-01-07 05:00:00+00:00,"[96, 34, 8, 117, 118, 123, 95]",42.95966077,-78.81722441,-4.413,-8.212999,-6.6546674,0.5,0.28,79,57,-8.157232,-13.365742
61,2025-01-08 05:00:00+00:00,"[96, 34, 8, 117, 118, 123, 95]",42.95966077,-78.81722441,-7.263,-10.063,-8.33175,0,0,73,55,-12.348163,-15.586844
86,2025-01-01 05:00:00+00:00,"[8, 66, 85]",42.978107,-78.767869,5.35,0.1,2.3458335,2.6000001,0.21000001,98,72,4.464833,-2.9991822
86,2025-01-02 05:00:00+00:00,"[8, 66, 85]",42.978107,-78.767869,0.5,-2.85,-0.64791673,0.5,0.28,88,60,-1.8486309,-8.419609
86,2025-01-03 05:00:00+00:00,"[8, 66, 85]",42.978107,-78.767869,-0.7,-3.5,-2.2708333,0,0,80,53,-4.794004,-9.120117
86,2025-01-04 05:00:00+00:00,"[8, 66, 85]",42.978107,-78.767869,-2.9,-5.6,-4.4812503,0,0,72,55,-8.158495,-12.747562
86,2025-01-05 05:00:00+00:00,"[8, 66, 85]",42.978107,-78.767869,-2.2,-6.7,-4.570833,0,0,75,55,-8.270994,-13.171728
86,2025-01-06 05:00:00+00:00,"[8, 66, 85]",42.978107,-78.767869,-3.95,-8.6,-6.275,0.2,0.14,89,71,-5.890312,-12.624542
86,2025-01-07 05:00:00+00:00,"[8, 66, 85]",42.978107,-78.767869,-3.85,-7.6,-6.1687503,0.3,0.14,79,56,-8.41532,-13.501579
86,2025-01-08 05:00:00+00:00,"[8, 66, 85]",42.978107,-78.767869,-7,-10.05,-8.239583,0,0,73,54,-12.47311,-15.76168
78,2025-01-01 05:00:00+00:00,"[8, 33]",43.01573544,-78.78152329,5.389,0.089,2.4056666,2.5,0.21000001,97,71,4.3539443,-2.9748642
78,2025-01-02 05:00:00+00:00,"[8, 33]",43.01573544,-78.78152329,0.68899995,-2.861,-0.68183327,0.6,0.35,88,59,-1.859473,-8.724323
78,2025-01-03 05:00:00+00:00,"[8, 33]",43.01573544,-78.78152329,-0.611,-3.461,-2.3089166,0,0,79,53,-4.776489,-9.200552
78,2025-01-04 05:00:00+00:00,"[8, 33]",43.01573544,-78.78152329,-3.011,-5.611,-4.4276667,0,0,72,57,-8.120887,-12.357421
78,2025-01-05 05:00:00+00:00,"[8, 33]",43.01573544,-78.78152329,-2.161,-6.661,-4.5464168,0,0,76,56,-8.186003,-12.899386
78,2025-01-06 05:00:00+00:00,"[8, 33]",43.01573544,-78.78152329,-3.711,-8.711,-6.2797503,0.2,0.14,90,73,-5.9011564,-12.483632
78,2025-01-07 05:00:00+00:00,"[8, 33]",43.01573544,-78.78152329,-4.461,-8.461,-6.519333,0.2,0.14,80,60,-7.8634105,-12.858898
78,2025-01-08 05:00:00+00:00,"[8, 33]",43.01573544,-78.78152329,-6.511,-9.911,-7.7401676,0,0,75,56,-11.768055,-15.066384
33,2025-01-01 05:00:00+00:00,"[8, 78, 39]",43.0252282,-78.78233839,5.4065,-0.0435,2.3731668,2.8,0.14,97,71,4.3195014,-3.0065112
33,2025-01-02 05:00:00+00:00,"[8, 78, 39]",43.0252282,-78.78233839,0.7065,-2.9435,-0.67683333,0.6,0.28,89,58,-1.6886647,-8.802846
33,2025-01-03 05:00:00+00:00,"[8, 78, 39]",43.0252282,-78.78233839,-0.6435,-3.7435,-2.4414167,0.1,0.07,80,54,-4.690132,-9.370812
33,2025-01-04 05:00:00+00:00,"[8, 78, 39]",43.0252282,-78.78233839,-3.1435,-5.9935,-4.5497503,0,0,75,61,-7.4799705,-12.102658
33,2025-01-05 05:00:00+00:00,"[8, 78, 39]",43.0252282,-78.78233839,-2.5435,-6.9435,-4.7518334,0,0,76,59,-7.880023,-12.421035
33,2025-01-06 05:00:00+00:00,"[8, 78, 39]",43.0252282,-78.78233839,-4.2935004,-9.4435,-6.7914166,0.1,0.07,91,71,-5.9822335,-12.887923
33,2025-01-07 05:00:00+00:00,"[8, 78, 39]",43.0252282,-78.78233839,-4.5435004,-8.4435,-6.7976665,0,0,82,62,-7.5677676,-13.051882
33,2025-01-08 05:00:00+00:00,"[8, 78, 39]",43.0252282,-78.78233839,-7.1435003,-9.9935,-8.0935,0,0,78,59,-12.04021,-14.256435
107,2025-01-01 05:00:00+00:00,"[8, 83]",43.00329487,-78.7729979,5.3824997,0.082499996,2.3991666,2.5,0.21000001,97,71,4.347482,-2.9811933
107,2025-01-02 05:00:00+00:00,"[8, 83]",43.00329487,-78.7729979,0.6825,-2.8675,-0.68833333,0.6,0.35,88,59,-1.8658797,-8.73051
107,2025-01-03 05:00:00+00:00,"[8, 83]",43.00329487,-78.7729979,-0.61749995,-3.4675,-2.3154166,0,0,79,53,-4.7828193,-9.206622
107,2025-01-04 05:00:00+00:00,"[8, 83]",43.00329487,-78.7729979,-3.0175,-5.6175003,-4.4341664,0,0,72,57,-8.127155,-12.363557
107,2025-01-05 05:00:00+00:00,"[8, 83]",43.00329487,-78.7729979,-2.1675,-6.6675,-4.552917,0,0,76,56,-8.19221,-12.905513
107,2025-01-06 05:00:00+00:00,"[8, 83]",43.00329487,-78.7729979,-3.7175,-8.7175,-6.2862506,0.2,0.14,90,73,-5.9075656,-12.489912
107,2025-01-07 05:00:00+00:00,"[8, 83]",43.00329487,-78.7729979,-4.4675,-8.4675,-6.525833,0.2,0.14,80,60,-7.869735,-12.86515
107,2025-01-08 05:00:00+00:00,"[8, 83]",43.00329487,-78.7729979,-6.5175004,-9.9175,-7.746668,0,0,75,56,-11.774319,-15.072599
9,2025-01-01 05:00:00+00:00,"[137, 10, 3]",42.9517292,-78.7586201,5.4694996,-0.0305,2.2465835,3.6000001,0.91,99,73,4.3349466,-3.0287514
9,2025-01-02 05:00:00+00:00,"[137, 10, 3]",42.9517292,-78.7586201,0.4195,-2.7805,-0.74508333,0.5,0.28,88,60,-1.8786936,-8.401018
9,2025-01-03 05:00:00+00:00,"[137, 10, 3]",42.9517292,-78.7586201,-0.9305,-4.0805,-2.3950834,0,0,80,54,-5.116357,-9.545884
9,2025-01-04 05:00:00+00:00,"[137, 10, 3]",42.9517292,-78.7586201,-3.1805,-5.9305,-4.722166,0,0,75,55,-8.0001335,-12.9634905
9,2025-01-05 05:00:00+00:00,"[137, 10, 3]",42.9517292,-78.7586201,-2.3805,-6.7305,-4.7138333,0,0,75,57,-8.154346,-13.083879
9,2025-01-06 05:00:00+00:00,"[137, 10, 3]",42.9517292,-78.7586201,-4.7305,-8.7305,-6.676333,0,0,90,68,-6.562633,-12.576989
9,2025-01-07 05:00:00+00:00,"[137, 10, 3]",42.9517292,-78.7586201,-4.0805,-7.8305,-6.153417,0.2,0.14,77,56,-8.637944,-13.209952
9,2025-01-08 05:00:00+00:00,"[137, 10, 3]",42.9517292,-78.7586201,-6.5305004,-9.3805,-7.815918,0,0,73,53,-12.413861,-15.707209
42,2025-01-01 05:00:00+00:00,"[81, 10]",42.92927134,-78.74341179,5.5695,0.0695,2.3299167,4,0.84000003,99,74,4.3820515,-2.85283
42,2025-01-02 05:00:00+00:00,"[81, 10]",42.92927134,-78.74341179,0.46949998,-2.7305,-0.6909167,0.4,0.21000001,87,61,-1.9845432,-8.401018
42,2025-01-03 05:00:00+00:00,"[81, 10]",42.92927134,-78.74341179,-1.0805,-4.2805004,-2.4575834,0,0,83,56,-4.4819584,-9.243894
42,2025-01-04 05:00:00+00:00,"[81, 10]",42.92927134,-78.74341179,-3.1805,-6.0805,-4.801334,0,0,75,55,-8.0001335,-12.776134
42,2025-01-05 05:00:00+00:00,"[81, 10]",42.92927134,-78.74341179,-2.6305,-6.5805,-4.853417,0,0,77,59,-7.733002,-12.8289175
42,2025-01-06 05:00:00+00:00,"[81, 10]",42.92927134,-78.74341179,-4.9305,-9.0305,-6.959666,0,0,91,70,-6.759571,-12.985701
42,2025-01-07 05:00:00+00:00,"[81, 10]",42.92927134,-78.74341179,-4.5305004,-8.1805,-6.3763337,0.1,0.07,78,55,-8.459774,-12.8504095
42,2025-01-08 05:00:00+00:00,"[81, 10]",42.92927134,-78.74341179,-6.5805,-9.3805,-7.759666,0,0,72,52,-12.659825,-15.753896
124,2025-01-01 05:00:00+00:00,"[81, 10]",42.90763365,-78.75325074,5.598,0.048,2.3584168,4.5,0.63000005,99,74,4.5120034,-2.8737044
124,2025-01-02 05:00:00+00:00,"[81, 10]",42.90763365,-78.75325074,0.598,-2.7020001,-0.68116665,0.3,0.21000001,87,60,-2.0057075,-8.774932
124,2025-01-03 05:00:00+00:00,"[81, 10]",42.90763365,-78.75325074,-1.002,-4.352,-2.5020003,0,0,83,57,-4.5519824,-9.470332
124,2025-01-04 05:00:00+00:00,"[81, 10]",42.90763365,-78.75325074,-3.2020001,-6.152,-4.7540836,0,0,74,55,-8.242275,-12.47921
124,2025-01-05 05:00:00+00:00,"[81, 10]",42.90763365,-78.75325074,-2.852,-6.452,-4.5332494,0,0,75,57,-7.244405,-12.870629
124,2025-01-06 05:00:00+00:00,"[81, 10]",42.90763365,-78.75325074,-3.552,-8.552,-6.0832505,0,0,87,70,-6.150374,-12.694233
124,2025-01-07 05:00:00+00:00,"[81, 10]",42.90763365,-78.75325074,-3.752,-7.502,-5.7540836,0,0,79,55,-8.320669,-12.823606
124,2025-01-08 05:00:00+00:00,"[81, 10]",42.90763365,-78.75325074,-6.552,-9.452,-7.6999164,0,0,69,50,-12.429131,-15.639289
109,2025-01-01 05:00:00+00:00,"[10, 59, 34, 74]",42.9221795,-78.7842338,5.4824996,0.082499996,2.2949998,3.9,0.84000003,99,74,4.2956724,-2.640386
109,2025-01-02 05:00:00+00:00,"[10, 59, 34, 74]",42.9221795,-78.7842338,0.4325,-2.9175,-0.705,0.2,0.14,88,62,-1.816597,-8.1419115
109,2025-01-03 05:00:00+00:00,"[10, 59, 34, 74]",42.9221795,-78.7842338,-0.9675,-4.2675004,-2.4945834,0,0,83,56,-4.3712916,-9.254015
109,2025-01-04 05:00:00+00:00,"[10, 59, 34, 74]",42.9221795,-78.7842338,-3.1175,-6.1175003,-4.8925,0,0,75,56,-7.939106,-12.775338
109,2025-01-05 05:00:00+00:00,"[10, 59, 34, 74]",42.9221795,-78.7842338,-2.6675,-6.6675,-4.819584,0,0,77,59,-7.810401,-12.958501
109,2025-01-06 05:00:00+00:00,"[10, 59, 34, 74]",42.9221795,-78.7842338,-4.8175,-8.6675,-6.5695834,0,0,89,69,-6.6483006,-12.634877
109,2025-01-07 05:00:00+00:00,"[10, 59, 34, 74]",42.9221795,-78.7842338,-3.8675,-7.5675,-5.88625,0.4,0.21000001,78,55,-8.528804,-12.599559
109,2025-01-08 05:00:00+00:00,"[10, 59, 34, 74]",42.9221795,-78.7842338,-6.7175,-9.617499,-7.8508334,0.1,0.07,73,52,-12.396269,-15.741756
108,2025-01-01 05:00:00+00:00,"[10, 59, 116]",42.90906594,-78.76877999,5.6175003,0.0675,2.3779168,4.5,0.63000005,99,74,4.5313883,-2.8547719
108,2025-01-02 05:00:00+00:00,"[10, 59, 116]",42.90906594,-78.76877999,0.61749995,-2.6825001,-0.6616667,0.3,0.21000001,87,60,-1.986512,-8.756404
108,2025-01-03 05:00:00+00:00,"[10, 59, 116]",42.90906594,-78.76877999,-0.98249996,-4.3325,-2.4824998,0,0,83,57,-4.532885,-9.451738
108,2025-01-04 05:00:00+00:00,"[10, 59, 116]",42.90906594,-78.76877999,-3.1825001,-6.1324997,-4.7345834,0,0,74,55,-8.223413,-12.460908
108,2025-01-05 05:00:00+00:00,"[10, 59, 116]",42.90906594,-78.76877999,-2.8325,-6.4325,-4.513749,0,0,75,57,-7.225605,-12.852289
108,2025-01-06 05:00:00+00:00,"[10, 59, 116]",42.90906594,-78.76877999,-3.5325,-8.5325,-6.0637507,0,0,87,70,-6.1312237,-12.675418
108,2025-01-07 05:00:00+00:00,"[10, 59, 116]",42.90906594,-78.76877999,-3.7325,-7.4824996,-5.734583,0,0,79,55,-8.301836,-12.8052635
108,2025-01-08 05:00:00+00:00,"[10, 59, 116]",42.90906594,-78.76877999,-6.5325,-9.4325,-7.6804166,0,0,69,50,-12.410556,-15.6212
34,2025-01-01 05:00:00+00:00,"[65, 74, 10, 109, 61, 126, 127]",42.93234792,-78.80097448,5.437,0.037,2.2495003,3.9,0.84000003,99,74,4.2504973,-2.6846905
34,2025-01-02 05:00:00+00:00,"[65, 74, 10, 109, 61, 126, 127]",42.93234792,-78.80097448,0.387,-2.963,-0.7505,0.2,0.14,88,62,-1.8614446,-8.185435
34,2025-01-03 05:00:00+00:00,"[65, 74, 10, 109, 61, 126, 127]",42.93234792,-78.80097448,-1.013,-4.313,-2.5400832,0,0,83,56,-4.4158525,-9.297325
34,2025-01-04 05:00:00+00:00,"[65, 74, 10, 109, 61, 126, 127]",42.93234792,-78.80097448,-3.163,-6.163,-4.938,0,0,75,56,-7.983181,-12.818044
34,2025-01-05 05:00:00+00:00,"[65, 74, 10, 109, 61, 126, 127]",42.93234792,-78.80097448,-2.713,-6.713,-4.865083,0,0,77,59,-7.8540654,-13.001539
34,2025-01-06 05:00:00+00:00,"[65, 74, 10, 109, 61, 126, 127]",42.93234792,-78.80097448,-4.863,-8.712999,-6.6150837,0,0,89,69,-6.6931043,-12.678848
34,2025-01-07 05:00:00+00:00,"[65, 74, 10, 109, 61, 126, 127]",42.93234792,-78.80097448,-3.913,-7.613,-5.9317513,0.4,0.21000001,78,55,-8.57275,-12.642512
34,2025-01-08 05:00:00+00:00,"[65, 74, 10, 109, 61, 126, 127]",42.93234792,-78.80097448,-6.763,-9.662999,-7.896333,0.1,0.07,73,52,-12.439609,-15.784244
11,2025-01-01 05:00:00+00:00,"[147, 12, 52, 15]",43.03321035,-78.8624086,5.3305,0.0805,2.3180003,2.6000001,0.28,95,70,4.3951993,-3.3412998
11,2025-01-02 05:00:00+00:00,"[147, 12, 52, 15]",43.03321035,-78.8624086,0.4305,-2.9195,-0.7445,0.6,0.21000001,87,57,-2.072154,-8.981584
11,2025-01-03 05:00:00+00:00,"[147, 12, 52, 15]",43.03321035,-78.8624086,-0.7195,-3.5195,-2.3611667,0,0,76,55,-5.3745146,-9.40917
11,2025-01-04 05:00:00+00:00,"[147, 12, 52, 15]",43.03321035,-78.8624086,-2.9695,-5.9195,-4.5945,0,0,72,57,-8.032656,-12.793039
11,2025-01-05 05:00:00+00:00,"[147, 12, 52, 15]",43.03321035,-78.8624086,-2.4695,-6.7695,-4.732,0,0,75,58,-8.385116,-12.837462
11,2025-01-06 05:00:00+00:00,"[147, 12, 52, 15]",43.03321035,-78.8624086,-4.1194997,-8.9695,-6.6111665,0.2,0.14,89,72,-6.0572567,-12.952371
11,2025-01-07 05:00:00+00:00,"[147, 12, 52, 15]",43.03321035,-78.8624086,-4.3195,-8.169499,-6.5278335,0.3,0.21000001,79,59,-7.8716793,-13.218966
11,2025-01-08 05:00:00+00:00,"[147, 12, 52, 15]",43.03321035,-78.8624086,-6.6695,-10.0695,-8.117417,0,0,72,56,-11.842694,-15.231133
12,2025-01-01 05:00:00+00:00,"[11, 13]",43.058833,-78.8372614,5.363,-0.037,2.3650837,3,0.21000001,95,69,4.2763124,-3.1714149
12,2025-01-02 05:00:00+00:00,"[11, 13]",43.058833,-78.8372614,0.663,-2.937,-0.66825,0.5,0.35,88,57,-1.8851002,-9.202634
12,2025-01-03 05:00:00+00:00,"[11, 13]",43.058833,-78.8372614,-0.63699996,-3.637,-2.4411666,0.1,0.07,75,54,-5.4398775,-9.598193
12,2025-01-04 05:00:00+00:00,"[11, 13]",43.058833,-78.8372614,-3.037,-5.987,-4.514083,0,0,72,61,-8.001317,-12.096487
12,2025-01-05 05:00:00+00:00,"[11, 13]",43.058833,-78.8372614,-2.537,-6.987,-4.7828336,0,0,76,61,-7.8258905,-12.238857
12,2025-01-06 05:00:00+00:00,"[11, 13]",43.058833,-78.8372614,-3.287,-8.687,-6.2349167,0.3,0.21000001,91,71,-5.4972906,-12.612017
12,2025-01-07 05:00:00+00:00,"[11, 13]",43.058833,-78.8372614,-3.787,-8.137,-6.364083,0.2,0.14,79,60,-7.596838,-13.151566
12,2025-01-08 05:00:00+00:00,"[11, 13]",43.058833,-78.8372614,-6.887,-10.037001,-8.25575,0,0,74,59,-11.832303,-14.417306
147,2025-01-01 05:00:00+00:00,"[146, 11]",43.0195281,-78.8614058,5.324,0.074,2.3115,2.6000001,0.28,95,70,4.388737,-3.3475926
147,2025-01-02 05:00:00+00:00,"[146, 11]",43.0195281,-78.8614058,0.424,-2.926,-0.7510001,0.6,0.21000001,87,57,-2.0785522,-8.987759
147,2025-01-03 05:00:00+00:00,"[146, 11]",43.0195281,-78.8614058,-0.726,-3.526,-2.367667,0,0,76,55,-5.3808093,-9.415346
147,2025-01-04 05:00:00+00:00,"[146, 11]",43.0195281,-78.8614058,-2.976,-5.926,-4.6010003,0,0,72,57,-8.038924,-12.799152
147,2025-01-05 05:00:00+00:00,"[146, 11]",43.0195281,-78.8614058,-2.476,-6.776,-4.738499,0,0,75,58,-8.391322,-12.843599
147,2025-01-06 05:00:00+00:00,"[146, 11]",43.0195281,-78.8614058,-4.126,-8.976,-6.6176667,0.2,0.14,89,72,-6.0636725,-12.958645
147,2025-01-07 05:00:00+00:00,"[146, 11]",43.0195281,-78.8614058,-4.326,-8.176,-6.5343337,0.3,0.21000001,79,59,-7.878004,-13.225137
147,2025-01-08 05:00:00+00:00,"[146, 11]",43.0195281,-78.8614058,-6.676,-10.076,-8.123918,0,0,72,56,-11.848965,-15.237284
