mode,graph_id,instance_id,repeat,seed,runtime_s,obj,global_prob,prob_min,beta,pct_uncovered,n_scratch_builds,n_exact_hits,n_memory_hits,n_repaired,n_rejected,n_candidates_eval,memory_hit_rate
intelligent_memory,6,0,0,42,1.163140058517456,7.721281174729836,8.381512834961496,4.835472461942893,171.0,26.08695652173913,40,28,241,27,127,2135,0.8809523809523809
intelligent_memory,6,0,4,40042,1.29038667678833,6.792001455543946,7.421345084887575,4.931814839588322,163.0,34.78260869565217,24,10,123,59,102,816,0.8888888888888888
intelligent_memory,6,0,3,30042,1.631516456604004,6.604517570194473,7.272471238148142,4.138095932743747,173.0,30.434782608695652,15,34,312,73,42,2196,0.9654377880184332
intelligent_memory,6,0,2,20042,1.9954311847686768,7.3555599493180175,8.031235624993693,3.992931748029407,175.0,26.08695652173913,81,36,211,12,520,1683,0.7617647058823529
intelligent_memory,6,0,1,10042,2.064389944076538,7.182630106622628,7.827417751410272,4.354055814961147,167.0,30.434782608695652,22,86,286,102,45,2789,0.9556451612903226
exact_cache,6,0,3,30042,2.143234968185425,7.4017662803342175,8.061997940565877,4.067486492044596,171.0,26.08695652173913,288,6,0,0,0,0,0.02040816326530612
baseline,6,0,3,30042,2.2221262454986572,7.4017662803342175,8.061997940565877,4.067486492044596,171.0,26.08695652173913,294,0,0,0,0,0,0.0
baseline,6,0,0,42,2.388607978820801,7.543523784293189,8.211477452246857,4.629526941612937,173.0,30.434782608695652,406,0,0,0,0,0,0.0
exact_cache,6,0,0,42,2.3765008449554443,7.543523784293189,8.211477452246857,4.629526941612937,173.0,30.434782608695652,312,94,0,0,0,0,0.2315270935960591
baseline,6,0,1,10042,2.551379919052124,7.834951284201518,8.502904952155186,4.295203664476498,173.0,26.08695652173913,338,0,0,0,0,0,0.0
exact_cache,6,0,1,10042,2.6212589740753174,7.834951284201518,8.502904952155186,4.295203664476498,173.0,26.08695652173913,310,28,0,0,0,0,0.08284023668639054
baseline,6,0,2,20042,2.7150704860687256,7.377990480616844,8.049805152431516,3.5774581621771255,174.0,30.434782608695652,328,0,0,0,0,0,0.0
exact_cache,6,0,2,20042,2.73937726020813,7.377990480616844,8.049805152431516,3.5774581621771255,174.0,30.434782608695652,320,8,0,0,0,0,0.024390243902439025
exact_cache,6,0,4,40042,2.812880277633667,7.642456402103972,8.314271073918643,4.5843407676452514,174.0,26.08695652173913,418,60,0,0,0,0,0.12552301255230125
baseline,6,0,4,40042,2.8602116107940674,7.642456402103972,8.314271073918643,4.5843407676452514,174.0,26.08695652173913,478,0,0,0,0,0,0.0
